Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
30.99061,S,30.99061,0.08241202,0,0.5203658,0,0,54.16418,0.5122651,0,65.58234,79.27036,2.281335,-31.8158196567064,-31.8158196567058,-0.00000607138992662429,90.6094720927408,-90.6094720748946,0.00179835165665162,-89.99886,-89.99886,12951.74,0.06119355
31.00061,S,31.00061,0.08270111,0,0.5203669,0,0,54.16418,0.5158986,0,65.58234,79.27036,2.281335,-31.8136604784011,-31.8136604784005,-0.00000609273936783529,90.9276086903502,-90.9276086725677,0.0017982907292593,-89.99887,-89.99887,12950.83,0.06121153
31.01061,S,31.01061,0.08299017,0,0.520368,0,0,54.16418,0.5195448,0,65.58234,79.27036,2.281335,-31.8114888824613,-31.8114888824607,-0.00000611408774323216,91.2457235720012,-91.2457235542819,0.00179822958838323,-89.99887,-89.99887,12949.91,0.06122952
31.02061,S,31.02061,0.08327921,0,0.5203691,0,0,54.16418,0.5232041,0,65.58234,79.27036,2.281335,-31.809319273343,-31.8093192733424,-0.00000613543801340971,91.563816757562,-91.5638167399054,0.00179816823400447,-89.99888,-89.99888,12949,0.0612475
31.03061,S,31.03061,0.08356824,0,0.5203701,0,0,54.16418,0.5268763,0,65.58234,79.27036,2.281335,-31.8071382400008,-31.8071382400002,-0.000006156786151959,91.8818881327903,-91.881888115196,0.00179810666614433,-89.99888,-89.99888,12948.08,0.06126548
31.04062,S,31.04062,0.08385722,0,0.5203713,0,0,54.16418,0.530561,0,65.58234,79.27036,2.281335,-31.8049482659618,-31.8049482659612,-0.00000617813298784658,92.199937608279,-92.1999375907466,0.00179804488481583,-89.99889,-89.99889,12947.16,0.06128346
31.05062,S,31.05062,0.0841462,0,0.5203723,0,0,54.16418,0.5342584,0,65.58234,79.27036,2.281335,-31.802748357815,-31.8027483578144,-0.00000619947674471557,92.5179650846872,-92.5179650672163,0.00179798289004977,-89.99889,-89.99889,12946.23,0.06130144
31.06062,S,31.06062,0.08443514,0,0.5203734,0,0,54.16418,0.5379691,0,65.58234,79.27036,2.281335,-31.8005409990875,-31.8005409990869,-0.00000622082346217936,92.835970487509,-92.8359704700992,0.00179792068181654,-89.99889,-89.99889,12945.3,0.06131942
31.07062,S,31.07062,0.08472408,0,0.5203745,0,0,54.16418,0.541692,0,65.58234,79.27036,2.281335,-31.7983306601276,-31.798330660127,-0.000006242163429487,93.1539537869422,-93.153953769593,0.00179785826018364,-89.99889,-89.99889,12944.37,0.0613374
31.08062,S,31.08062,0.08501298,0,0.5203756,0,0,54.16418,0.5454281,0,65.58234,79.27036,2.281335,-31.7961098903547,-31.7961098903541,-0.00000626350588369428,93.4719148786786,-93.4719148613896,0.0017977956251262,-89.99889,-89.99889,12943.44,0.06135538
31.09062,S,31.09062,0.08530186,0,0.5203767,0,0,54.16418,0.5491765,0,65.58234,79.27036,2.281335,-31.7938806765903,-31.7938806765897,-0.00000628484135089784,93.7898536782782,-93.789853661049,0.0017977327767141,-89.9989,-89.9989,12942.5,0.06137336
31.10062,S,31.10062,0.08559072,0,0.5203778,0,0,54.16418,0.5529379,0,65.58234,79.27036,2.281335,-31.7916494760044,-31.7916494760038,-0.00000630617930500102,94.1077701658728,-94.107770148703,0.00179766971492246,-89.9989,-89.9989,12941.56,0.06139133
31.11062,S,31.11062,0.08587956,0,0.5203789,0,0,54.16418,0.5567121,0,65.58234,79.27036,2.281335,-31.7894088380161,-31.7894088380155,-0.00000632751571959491,94.4256642470885,-94.4256642299777,0.00179760643976668,-89.99891,-89.99891,12940.61,0.06140931
31.12062,S,31.12062,0.08616836,0,0.5203801,0,0,54.16418,0.5604991,0,65.58234,79.27036,2.281335,-31.7871592593309,-31.7871592593303,-0.00000634884929201779,94.7435358325181,-94.743535815466,0.00179754295127518,-89.99891,-89.99891,12939.67,0.06142728
31.13062,S,31.13062,0.08645716,0,0.5203812,0,0,54.16418,0.5642986,0,65.58234,79.27036,2.281335,-31.7848913025465,-31.7848913025459,-0.00000637017966699829,95.0613847383809,-95.061384721387,0.00179747924947993,-89.99892,-89.99892,12938.72,0.06144526
31.14062,S,31.14062,0.08674592,0,0.5203823,0,0,54.16418,0.5681114,0,65.58234,79.27036,2.281335,-31.7826307963429,-31.7826307963423,-0.00000639151418681151,95.3792110391825,-95.3792110222464,0.00179741533433949,-89.99892,-89.99892,12937.76,0.06146323
31.15062,S,31.15062,0.08703466,0,0.5203834,0,0,54.16418,0.5719364,0,65.58234,79.27036,2.281335,-31.78035836921,-31.7803583692094,-0.00000641284018011171,95.6970146157136,-95.697014598835,0.00179735120593912,-89.99892,-89.99892,12936.81,0.06148121
31.16062,S,31.16062,0.08732337,0,0.5203846,0,0,54.16418,0.5757746,0,65.58234,79.27036,2.281335,-31.7780799816126,-31.778079981612,-0.00000643417043666842,96.0147954083698,-96.0147953915482,0.00179728686423619,-89.99893,-89.99893,12935.85,0.06149918
31.17062,S,31.17062,0.08761207,0,0.5203857,0,0,54.16418,0.579625,0,65.58234,79.27036,2.281335,-31.7757886796752,-31.7757886796745,-0.00000645549264040727,96.3325532880074,-96.3325532712425,0.00179722230931123,-89.99893,-89.99893,12934.88,0.06151715
31.18062,S,31.18062,0.08790074,0,0.5203868,0,0,54.16418,0.5834889,0,65.58234,79.27036,2.281335,-31.7734914172731,-31.7734914172724,-0.00000647682183114985,96.6502881950219,-96.6502881783133,0.00179715754109437,-89.99894,-89.99894,12933.92,0.06153512
31.19062,S,31.19062,0.08818938,0,0.5203879,0,0,54.16418,0.5873648,0,65.58234,79.27036,2.281335,-31.7711896845226,-31.7711896845219,-0.00000649814060059874,96.9680000847097,-96.9680000680571,0.00179709255968982,-89.99894,-89.99894,12932.95,0.06155309
31.20062,S,31.20062,0.08847801,0,0.5203891,0,0,54.16418,0.5912537,0,65.58234,79.27036,2.281335,-31.7688800044859,-31.7688800044852,-0.00000651946185694726,97.285688877598,-97.285688861001,0.00179702736507271,-89.99895,-89.99895,12931.97,0.06157107
31.21062,S,31.21062,0.08876659,0,0.5203903,0,0,54.16418,0.5951558,0,65.58234,79.27036,2.281335,-31.7665603903416,-31.7665603903409,-0.00000654078417910991,97.6033544743458,-97.603354457804,0.00179696195723238,-89.99895,-89.99895,12931,0.06158904
31.22062,S,31.22062,0.08905517,0,0.5203914,0,0,54.16418,0.5990701,0,65.58234,79.27036,2.281335,-31.7642303453842,-31.7642303453835,-0.00000656210034323538,97.920996770645,-97.920996754158,0.00179689633623041,-89.99895,-89.99895,12930.02,0.06160701
31.23062,S,31.23062,0.08934373,0,0.5203926,0,0,54.16418,0.6029977,0,65.58234,79.27036,2.281335,-31.7619003004267,-31.761900300426,-0.00000658341934953185,98.2386157664953,-98.2386157500629,0.00179683050203839,-89.99895,-89.99895,12929.04,0.06162497
31.24062,S,31.24062,0.08963224,0,0.5203937,0,0,54.16418,0.6069379,0,65.58234,79.27036,2.281335,-31.759560818067,-31.7595608180663,-0.00000660473503996215,98.5562113675231,-98.5562113511448,0.00179676445468947,-89.99895,-89.99895,12928.05,0.06164294
31.25062,S,31.25062,0.08992074,0,0.5203949,0,0,54.16418,0.6108908,0,65.58234,79.27036,2.281335,-31.7572099114835,-31.7572099114828,-0.00000662604978300211,98.8737834594858,-98.8737834431613,0.00179669819419312,-89.99895,-89.99895,12927.06,0.06166091
31.26062,S,31.26062,0.09020922,0,0.5203961,0,0,54.16418,0.6148564,0,65.58234,79.27036,2.281335,-31.7548505609084,-31.7548505609077,-0.00000664736168387107,99.1913319579436,-99.1913319416726,0.00179663172057777,-89.99896,-89.99896,12926.07,0.06167888
31.27062,S,31.27062,0.09049767,0,0.5203972,0,0,54.16418,0.6188346,0,65.58234,79.27036,2.281335,-31.7524892235117,-31.752489223511,-0.00000666867133468798,99.5088568430284,-99.5088568268105,0.00179656503386591,-89.99896,-89.99896,12925.08,0.06169684
31.28062,S,31.28062,0.09078609,0,0.5203984,0,0,54.16418,0.6228256,0,65.58234,79.27036,2.281335,-31.7501194421236,-31.7501194421229,-0.00000668997802491009,99.8263580303001,-99.826358014135,0.00179649813408716,-89.99897,-89.99897,12924.08,0.06171481
31.29062,S,31.29062,0.0910745,0,0.5203996,0,0,54.16418,0.6268291,0,65.58234,79.27036,2.281335,-31.7477422101546,-31.7477422101539,-0.00000671128139926603,100.143835445253,-100.14383542914,0.00179643102127467,-89.99897,-89.99897,12923.08,0.06173277
31.30062,S,31.30062,0.09136288,0,0.5204008,0,0,54.16418,0.630846,0,65.58234,79.27036,2.281335,-31.7453595144265,-31.7453595144258,-0.00000673259010269261,100.46128903325,-100.461289017189,0.00179636369537515,-89.99898,-89.99898,12922.07,0.06175074
31.31062,S,31.31062,0.09165122,0,0.520402,0,0,54.16418,0.6348755,0,65.58234,79.27036,2.281335,-31.7429589373045,-31.7429589373038,-0.0000067538956086768,100.778718615476,-100.778718599467,0.00179629615642057,-89.99898,-89.99898,12921.06,0.0617687
31.32062,S,31.32062,0.09193955,0,0.5204031,0,0,54.16418,0.6389171,0,65.58234,79.27036,2.281335,-31.7405598502987,-31.740559850298,-0.00000677519199602901,101.096124206832,-101.096124190875,0.00179622840450212,-89.99899,-89.99899,12920.05,0.06178666
31.33062,S,31.33062,0.09222785,0,0.5204043,0,0,54.16418,0.6429719,0,65.58234,79.27036,2.281335,-31.7381503324798,-31.7381503324791,-0.00000679649335718048,101.413505703012,-101.413505687106,0.00179616043957007,-89.99899,-89.99899,12919.04,0.06180463
31.34062,S,31.34062,0.09251614,0,0.5204055,0,0,54.16418,0.6470395,0,65.58234,79.27036,2.281335,-31.7357303838478,-31.7357303838471,-0.00000681779163931337,101.730862999706,-101.730862983851,0.0017960922616552,-89.99899,-89.99899,12918.02,0.06182259
31.35062,S,31.35062,0.09280438,0,0.5204067,0,0,54.16418,0.6511202,0,65.58234,79.27036,2.281335,-31.7333109319212,-31.7333109319205,-0.00000683909335573622,102.048196101882,-102.048196086077,0.00179602387072317,-89.99899,-89.99899,12917,0.06184055
31.36062,S,31.36062,0.09309261,0,0.520408,0,0,54.16418,0.6552131,0,65.58234,79.27036,2.281335,-31.7308810491815,-31.7308810491808,-0.00000686038571667951,102.365504905231,-102.365504889476,0.00179595526686754,-89.99899,-89.99899,12915.98,0.06185851
31.37062,S,31.37062,0.09338081,0,0.5204092,0,0,54.16418,0.6593186,0,65.58234,79.27036,2.281335,-31.7284372586911,-31.7284372586904,-0.00000688167630126592,102.682789270676,-102.682789254971,0.00179588645010607,-89.999,-89.999,12914.95,0.06187646
31.38062,S,31.38062,0.09366898,0,0.5204104,0,0,54.16418,0.6634374,0,65.58234,79.27036,2.281335,-31.7259909846738,-31.7259909846731,-0.00000690297114910883,103.000049173381,-103.000049157726,0.00179581742039612,-89.999,-89.999,12913.92,0.06189442
31.39062,S,31.39062,0.09395713,0,0.5204116,0,0,54.16418,0.6675687,0,65.58234,79.27036,2.281335,-31.7235372600758,-31.723537260075,-0.00000692426244423799,103.317284538842,-103.317284523236,0.00179574817777323,-89.99901,-89.99901,12912.89,0.06191238
31.40062,S,31.40062,0.09424525,0,0.5204128,0,0,54.16418,0.6717128,0,65.58234,79.27036,2.281335,-31.7210780717185,-31.7210780717177,-0.00000694555018665339,103.63449531242,-103.634495296863,0.00179567872227292,-89.99901,-89.99901,12911.85,0.06193034
31.41062,S,31.41062,0.09453336,0,0.5204141,0,0,54.16418,0.6758696,0,65.58234,79.27036,2.281335,-31.7186079558427,-31.7186079558419,-0.00000696683804749259,103.95168138484,-103.951681369332,0.001795609053894,-89.99902,-89.99902,12910.81,0.0619483
31.42062,S,31.42062,0.09482142,0,0.5204152,0,0,54.16418,0.6800389,0,65.58234,79.27036,2.281335,-31.7161284025646,-31.7161284025638,-0.0000069881211713801,104.268842661729,-104.268842646269,0.00179553917268385,-89.99902,-89.99902,12909.77,0.06196625
31.43062,S,31.43062,0.09510948,0,0.5204165,0,0,54.16418,0.684221,0,65.58234,79.27036,2.281335,-31.7136413987058,-31.713641398705,-0.00000700940322945349,104.585979068579,-104.585979053167,0.00179546907865312,-89.99902,-89.99902,12908.72,0.06198421
31.44062,S,31.44062,0.09539749,0,0.5204177,0,0,54.16418,0.6884162,0,65.58234,79.27036,2.281335,-31.7111499244985,-31.7111499244977,-0.00000703068694545997,104.903090560688,-104.903090545324,0.00179539877178524,-89.99902,-89.99902,12907.67,0.06200216
31.45062,S,31.45062,0.09568549,0,0.520419,0,0,54.16418,0.6926236,0,65.58234,79.27036,2.281335,-31.7086480194781,-31.7086480194773,-0.00000705196450342926,105.220177033747,-105.220177018431,0.00179532825214178,-89.99902,-89.99902,12906.62,0.06202012
31.46062,S,31.46062,0.09597346,0,0.5204202,0,0,54.16418,0.6968442,0,65.58234,79.27036,2.281335,-31.7061396572877,-31.7061396572869,-0.00000707324336406027,105.537238423186,-105.537238407917,0.00179525751970972,-89.99902,-89.99902,12905.57,0.06203807
31.47062,S,31.47062,0.0962614,0,0.5204214,0,0,54.16418,0.7010774,0,65.58234,79.27036,2.281335,-31.7036303016866,-31.7036303016858,-0.00000709452151414852,105.85427471907,-105.854274703848,0.00179518657449616,-89.99902,-89.99902,12904.51,0.06205602
31.48063,S,31.48063,0.09654932,0,0.5204227,0,0,54.16418,0.7053233,0,65.58234,79.27036,2.281335,-31.7011080317455,-31.7011080317447,-0.00000711579551940406,106.171285792256,-106.17128577708,0.00179511541654256,-89.99903,-89.99903,12903.45,0.06207397
31.49063,S,31.49063,0.09683722,0,0.5204239,0,0,54.16418,0.7095819,0,65.58234,79.27036,2.281335,-31.6985698672321,-31.6985698672313,-0.00000713706691933617,106.488271483796,-106.488271468667,0.00179504404587496,-89.99903,-89.99903,12902.38,0.06209192
31.50063,S,31.50063,0.09712508,0,0.5204253,0,0,54.16418,0.7138531,0,65.58234,79.27036,2.281335,-31.696038656594,-31.6960386565932,-0.00000715833796399691,106.805231863231,-106.805231848148,0.00179497246249692,-89.99904,-89.99904,12901.31,0.06210987
31.51063,S,31.51063,0.09741291,0,0.5204265,0,0,54.16418,0.7181374,0,65.58234,79.27036,2.281335,-31.6934890678568,-31.693489067856,-0.00000717961066659074,107.12216674678,-107.122166731743,0.00179490066639186,-89.99904,-89.99904,12900.24,0.06212782
31.52063,S,31.52063,0.09770072,0,0.5204278,0,0,54.16418,0.722434,0,65.58234,79.27036,2.281335,-31.6909409692357,-31.6909409692349,-0.00000720087531636671,107.439076149344,-107.439076134352,0.00179482865764031,-89.99904,-89.99904,12899.17,0.06214577
31.53063,S,31.53063,0.09798851,0,0.520429,0,0,54.16418,0.7267437,0,65.58234,79.27036,2.281335,-31.6883769760423,-31.6883769760415,-0.00000722214280831369,107.755959911976,-107.75595989703,0.00179475643621384,-89.99905,-89.99905,12898.09,0.06216372
31.54063,S,31.54063,0.09827626,0,0.5204303,0,0,54.16418,0.731066,0,65.58234,79.27036,2.281335,-31.6858095059112,-31.6858095059104,-0.00000724340793178483,108.072817999908,-108.072817985007,0.00179468400213614,-89.99905,-89.99905,12897.01,0.06218167
31.55063,S,31.55063,0.09856399,0,0.5204316,0,0,54.16418,0.7354003,0,65.58234,79.27036,2.281335,-31.6832385588424,-31.6832385588416,-0.00000726466358135261,108.389650378371,-108.389650363514,0.00179461135550195,-89.99905,-89.99905,12895.93,0.06219961
31.56063,S,31.56063,0.0988517,0,0.5204329,0,0,54.16418,0.7397481,0,65.58234,79.27036,2.281335,-31.6806502270852,-31.6806502270844,-0.00000728592432314345,108.706456873516,-108.706456858704,0.00179453849626035,-89.99905,-89.99905,12894.84,0.06221756
31.57063,S,31.57063,0.09913938,0,0.5204341,0,0,54.16418,0.7441089,0,65.58234,79.27036,2.281335,-31.6780604052118,-31.678060405211,-0.00000730718755183392,109.023237470444,-109.023237455676,0.00179446542438646,-89.99906,-89.99906,12893.75,0.0622355
31.58063,S,31.58063,0.09942702,0,0.5204355,0,0,54.16418,0.7484818,0,65.58234,79.27036,2.281335,-31.6754626360523,-31.6754626360515,-0.00000732844355667308,109.33999208968,-109.339992074956,0.00179439213995253,-89.99906,-89.99906,12892.66,0.06225345
31.59063,S,31.59063,0.09971465,0,0.5204367,0,0,54.16418,0.7528673,0,65.58234,79.27036,2.281335,-31.6728584097228,-31.672858409722,-0.00000734969423244161,109.656720666654,-109.656720651974,0.00179431864301185,-89.99906,-89.99906,12891.56,0.06227139
31.60063,S,31.60063,0.1000023,0,0.520438,0,0,54.16418,0.7572662,0,65.58234,79.27036,2.281335,-31.6702482229287,-31.6702482229278,-0.00000737095023728077,109.973423141761,-109.973423127124,0.00179424493351112,-89.99907,-89.99907,12890.46,0.06228933
31.61063,S,31.61063,0.1002898,0,0.5204393,0,0,54.16418,0.7616776,0,65.58234,79.27036,2.281335,-31.6676281020269,-31.667628102026,-0.00000739220304467755,110.29009941566,-110.290099401066,0.00179417101148233,-89.99907,-89.99907,12889.36,0.06230727
31.62063,S,31.62063,0.1005774,0,0.5204406,0,0,54.16418,0.7661017,0,65.58234,79.27036,2.281335,-31.6650005305443,-31.6650005305434,-0.00000741345372044607,110.606749413845,-110.606749399294,0.00179409687694678,-89.99908,-89.99908,12888.25,0.06232521
31.63063,S,31.63063,0.1008649,0,0.5204419,0,0,54.16418,0.7705383,0,65.58234,79.27036,2.281335,-31.6623605414271,-31.6623605414262,-0.00000743470119877222,110.923373012139,-110.923372997631,0.00179402252993645,-89.99908,-89.99908,12887.14,0.06234315
31.64063,S,31.64063,0.1011524,0,0.5204433,0,0,54.16418,0.7749875,0,65.58234,79.27036,2.281335,-31.659718068783,-31.6597180687821,-0.00000745594583492735,111.239970185707,-111.239970171242,0.00179394797047977,-89.99908,-89.99908,12886.03,0.0623611
31.65063,S,31.65063,0.1014398,0,0.5204446,0,0,54.16418,0.7794496,0,65.58234,79.27036,2.281335,-31.6570616883882,-31.6570616883873,-0.00000747718845787802,111.556540795473,-111.55654078105,0.00179387319859686,-89.99908,-89.99908,12884.91,0.06237903
31.66063,S,31.66063,0.1017272,0,0.5204459,0,0,54.16418,0.7839247,0,65.58234,79.27036,2.281335,-31.6544077915202,-31.6544077915193,-0.00000749843451511866,111.873084866271,-111.87308485189,0.00179379821425338,-89.99908,-89.99908,12883.79,0.06239697
31.67063,S,31.67063,0.1020147,0,0.5204472,0,0,54.16418,0.788412,0,65.58234,79.27036,2.281335,-31.6517394901961,-31.6517394901952,-0.00000751967109845594,112.189602254056,-112.189602239717,0.00179372301754408,-89.99908,-89.99908,12882.67,0.06241491
31.68063,S,31.68063,0.102302,0,0.5204485,0,0,54.16418,0.7929124,0,65.58234,79.27036,2.281335,-31.6490711888721,-31.6490711888712,-0.0000075409109976594,112.50609295883,-112.506092944532,0.00179364760843579,-89.99908,-89.99908,12881.55,0.06243284
31.69063,S,31.69063,0.1025894,0,0.5204498,0,0,54.16418,0.7974254,0,65.58234,79.27036,2.281335,-31.6463884830918,-31.6463884830909,-0.00000756214829153944,112.822556836545,-112.822556822289,0.00179357198695456,-89.99908,-89.99908,12880.42,0.06245078
31.70063,S,31.70063,0.1028767,0,0.5204512,0,0,54.16418,0.8019511,0,65.58234,79.27036,2.281335,-31.6436988234362,-31.6436988234353,-0.00000758338380906259,113.138993817665,-113.13899380345,0.00179349615311816,-89.99909,-89.99909,12879.29,0.06246872
31.71063,S,31.71063,0.103164,0,0.5204525,0,0,54.16418,0.8064893,0,65.58234,79.27036,2.281335,-31.6410022099052,-31.6410022099043,-0.00000760461541860061,113.455403832652,-113.455403818477,0.00179342010696567,-89.99909,-89.99909,12878.15,0.06248665
31.72063,S,31.72063,0.1034513,0,0.5204539,0,0,54.16418,0.8110403,0,65.58234,79.27036,2.281335,-31.6383011260258,-31.6383011260249,-0.00000762584501493417,113.7717868368,-113.771786822666,0.00179334384851723,-89.99909,-89.99909,12877.02,0.06250458
31.73063,S,31.73063,0.1037385,0,0.5204552,0,0,54.16418,0.8156038,0,65.58234,79.27036,2.281335,-31.6355891146279,-31.635589114627,-0.00000764707188752052,114.088142720835,-114.088142706741,0.00179326737780006,-89.9991,-89.9991,12875.88,0.06252252
31.74063,S,31.74063,0.1040257,0,0.5204566,0,0,54.16418,0.8201806,0,65.58234,79.27036,2.281335,-31.63287064606,-31.6328706460591,-0.00000766830195754924,114.404471420184,-114.404471406131,0.0017931906947822,-89.9991,-89.9991,12874.73,0.06254045
31.75063,S,31.75063,0.1043129,0,0.5204579,0,0,54.16418,0.8247699,0,65.58234,79.27036,2.281335,-31.6301487005544,-31.6301487005535,-0.00000768952942225455,114.72077290008,-114.720772886067,0.0017931137994897,-89.99911,-89.99911,12873.58,0.06255838
31.76063,S,31.76063,0.1046,0,0.5204592,0,0,54.16418,0.8293719,0,65.58234,79.27036,2.281335,-31.6274113571819,-31.627411357181,-0.00000771075428163643,115.037047006544,-115.03704699257,0.00179303669194861,-89.99911,-89.99911,12872.43,0.06257632
31.77063,S,31.77063,0.1048872,0,0.5204606,0,0,54.16418,0.8339859,0,65.58234,79.27036,2.281335,-31.6246680533448,-31.6246680533439,-0.00000773197108820046,115.353293679969,-115.353293666035,0.00179295937223946,-89.99911,-89.99911,12871.28,0.06259425
31.78063,S,31.78063,0.1051742,0,0.520462,0,0,54.16418,0.8386131,0,65.58234,79.27036,2.281335,-31.6219192857486,-31.6219192857476,-0.00000775319038166412,115.669512865719,-115.669512851824,0.00179288184033738,-89.99911,-89.99911,12870.12,0.06261218
31.79063,S,31.79063,0.1054613,0,0.5204633,0,0,54.16418,0.8432535,0,65.58234,79.27036,2.281335,-31.6191595906338,-31.6191595906328,-0.00000777441168833224,115.985704454519,-115.985704440663,0.00179280409622223,-89.99911,-89.99911,12868.96,0.0626301
31.80063,S,31.80063,0.1057483,0,0.5204647,0,0,54.16418,0.8479059,0,65.58234,79.27036,2.281335,-31.6163979086975,-31.6163979086965,-0.00000779562600799664,116.3018684265,-116.301868412683,0.00179272613996389,-89.99911,-89.99911,12867.8,0.06264803
31.81063,S,31.81063,0.1060354,0,0.5204661,0,0,54.16418,0.852571,0,65.58234,79.27036,2.281335,-31.6136302662966,-31.6136302662956,-0.00000781683630125211,116.618004722058,-116.61800470828,0.00179264797160262,-89.99912,-89.99912,12866.63,0.06266595
31.82063,S,31.82063,0.1063223,0,0.5204675,0,0,54.16418,0.8572493,0,65.58234,79.27036,2.281335,-31.610850206261,-31.61085020626,-0.00000783805121303547,116.934113217017,-116.934113203277,0.00179256959109224,-89.99912,-89.99912,12865.46,0.06268388
31.83063,S,31.83063,0.1066093,0,0.5204688,0,0,54.16418,0.8619401,0,65.58234,79.27036,2.281335,-31.6080621989393,-31.6080621989383,-0.00000785926292737644,117.250193831903,-117.250193818201,0.00179249099846472,-89.99912,-89.99912,12864.29,0.06270181
31.84063,S,31.84063,0.1068962,0,0.5204702,0,0,54.16418,0.8666437,0,65.58234,79.27036,2.281335,-31.60527071468,-31.605270714679,-0.00000788047120742746,117.566246531947,-117.566246518283,0.00179241219375441,-89.99913,-89.99913,12863.12,0.06271973
31.85063,S,31.85063,0.1071831,0,0.5204716,0,0,54.16418,0.8713591,0,65.58234,79.27036,2.281335,-31.6024683029021,-31.6024683029011,-0.00000790167202677957,117.882271207874,-117.882271194248,0.00179233317703591,-89.99913,-89.99913,12861.94,0.06273766
31.86063,S,31.86063,0.10747,0,0.520473,0,0,54.16418,0.8760884,0,65.58234,79.27036,2.281335,-31.5996599306597,-31.5996599306587,-0.00000792288089894954,118.19826780008,-118.198267786492,0.00179225394822869,-89.99913,-89.99913,12860.76,0.06275558
31.87063,S,31.87063,0.1077568,0,0.5204744,0,0,54.16418,0.8808297,0,65.58234,79.27036,2.281335,-31.5968401341934,-31.5968401341924,-0.00000794408124460649,118.514236194322,-118.514236180771,0.00179217450741802,-89.99914,-89.99914,12859.57,0.0627735
31.88063,S,31.88063,0.1080436,0,0.5204758,0,0,54.16418,0.8855836,0,65.58234,79.27036,2.281335,-31.5940208344325,-31.5940208344315,-0.00000796527945863519,118.830176395567,-118.830176382054,0.00179209485462521,-89.99914,-89.99914,12858.38,0.06279142
31.89063,S,31.89063,0.1083304,0,0.5204772,0,0,54.16418,0.8903506,0,65.58234,79.27036,2.281335,-31.5911896137424,-31.5911896137414,-0.00000798648039641109,119.146088284606,-119.14608827113,0.00179201498982303,-89.99914,-89.99914,12857.19,0.06280934
31.90063,S,31.90063,0.1086171,0,0.5204786,0,0,54.16418,0.8951304,0,65.58234,79.27036,2.281335,-31.5883494523554,-31.5883494523544,-0.00000800767884728737,119.461971772033,-119.461971758593,0.00179193491303635,-89.99915,-89.99915,12856,0.06282726
31.91063,S,31.91063,0.1089038,0,0.52048,0,0,54.16418,0.8999221,0,65.58234,79.27036,2.281335,-31.5855018403876,-31.5855018403866,-0.00000802886806110788,119.77782678334,-119.777826769937,0.00179185462435753,-89.99915,-89.99915,12854.8,0.06284518
31.92064,S,31.92064,0.1091905,0,0.5204815,0,0,54.16418,0.9047269,0,65.58234,79.27036,2.281335,-31.5826487646606,-31.5826487646596,-0.00000805006011709939,120.09365326389,-120.093653250524,0.00179177412375816,-89.99915,-89.99915,12853.6,0.0628631
31.93064,S,31.93064,0.1094772,0,0.5204828,0,0,54.16418,0.909545,0,65.58234,79.27036,2.281335,-31.5797882383528,-31.5797882383518,-0.00000807125584422846,120.409451139179,-120.409451125849,0.00179169341120152,-89.99915,-89.99915,12852.39,0.06288102
31.94064,S,31.94064,0.1097638,0,0.5204843,0,0,54.16418,0.9143752,0,65.58234,79.27036,2.281335,-31.5769128108835,-31.5769128108825,-0.00000809244245272554,120.725220260194,-120.7252202469,0.0017916124867788,-89.99915,-89.99915,12851.19,0.06289893
31.95064,S,31.95064,0.1100504,0,0.5204857,0,0,54.16418,0.9192178,0,65.58234,79.27036,2.281335,-31.5740388735303,-31.5740388735293,-0.00000811362716644196,121.040960641836,-121.040960628578,0.00179153135050895,-89.99915,-89.99915,12849.98,0.06291685
31.96064,S,31.96064,0.110337,0,0.5204871,0,0,54.16418,0.9240737,0,65.58234,79.27036,2.281335,-31.5711520218372,-31.5711520218362,-0.00000813481424863421,121.356672154963,-121.35667214174,0.00179145000236828,-89.99915,-89.99915,12848.76,0.06293476
31.97064,S,31.97064,0.1106235,0,0.5204886,0,0,54.16418,0.9289415,0,65.58234,79.27036,2.281335,-31.5682597063848,-31.5682597063838,-0.00000815599221219448,121.672354744935,-121.672354731748,0.00179136844244798,-89.99915,-89.99915,12847.54,0.06295267
31.98064,S,31.98064,0.11091,0,0.52049,0,0,54.16418,0.9338225,0,65.58234,79.27036,2.281335,-31.5653599403517,-31.5653599403506,-0.00000817717420216368,121.988008337248,-121.988008324096,0.00179128667070779,-89.99915,-89.99915,12846.33,0.06297059
31.99064,S,31.99064,0.1111965,0,0.5204914,0,0,54.16418,0.9387161,0,65.58234,79.27036,2.281335,-31.5624586842025,-31.5624586842014,-0.00000819835228414774,122.303632917,-122.303632903883,0.00179120468718678,-89.99916,-89.99916,12845.1,0.0629885
32.00064,S,32.00064,0.1114829,0,0.5204929,0,0,54.16418,0.9436224,0,65.58234,79.27036,2.281335,-31.5595395466593,-31.5595395466582,-0.00000821952941874147,122.619228305377,-122.619228292295,0.00179112249189443,-89.99916,-89.99916,12843.88,0.06300641
32.01064,S,32.01064,0.1117694,0,0.5204943,0,0,54.16418,0.948541,0,65.58234,79.27036,2.281335,-31.5566194157054,-31.5566194157043,-0.00000824070169795973,122.934794492446,-122.934794479399,0.00179104008487929,-89.99916,-89.99916,12842.65,0.06302432
