Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
10.49014,S,10.49014,0.5933077,0,0.5412652,0,0,54.16418,34.32605,0,65.58234,79.27036,2.281335,-52.5112193639562,-52.5112193639104,-0.0000693294402137086,663.995120987383,663.995120983537,0.0022600302532373,89.9998,89.9998,7687.793,0.02180309
10.50014,S,10.50014,0.5928525,0,0.5412285,0,0,54.16418,34.26025,0,65.58234,79.27036,2.281335,-52.4721415645571,-52.4721415645114,-0.0000692300258088506,663.470399583467,663.47039957962,0.00225933795299469,89.9998,89.9998,7694.428,0.02182569
10.51015,S,10.51015,0.5923975,0,0.5411919,0,0,54.16418,34.19457,0,65.58234,79.27036,2.281335,-52.433141251198,-52.4331412511524,-0.0000691307838290336,662.946068182676,662.946068178828,0.00225864664517185,89.9998,89.9998,7701.058,0.02184828
10.52015,S,10.52015,0.5919428,0,0.5411554,0,0,54.16418,34.12904,0,65.58234,79.27036,2.281335,-52.3942204107004,-52.3942204106549,-0.0000690317597489937,662.42212599028,662.422125986432,0.00225795632758979,89.9998,89.9998,7707.682,0.02187086
10.53015,S,10.53015,0.5914885,0,0.541119,0,0,54.16418,34.06363,0,65.58234,79.27036,2.281335,-52.3553810298858,-52.3553810298404,-0.000068932910936166,661.898572191685,661.898572187836,0.00225726699849584,89.9998,89.9998,7714.301,0.02189344
10.54015,S,10.54015,0.5910346,0,0.5410826,0,0,54.16418,33.99838,0,65.58234,79.27036,2.281335,-52.3166320494511,-52.3166320494058,-0.0000688342525487957,661.375405882886,661.375405879036,0.00225657865598574,89.9998,89.9998,7720.915,0.02191601
10.55015,S,10.55015,0.5905809,0,0.5410463,0,0,54.16418,33.93323,0,65.58234,79.27036,2.281335,-52.2779426736625,-52.2779426736173,-0.0000687357438490984,660.852626467835,660.852626463985,0.00225589129856261,89.9998,89.9998,7727.523,0.02193857
10.56015,S,10.56015,0.5901275,0,0.5410101,0,0,54.16418,33.86824,0,65.58234,79.27036,2.281335,-52.2393466784862,-52.2393466784411,-0.0000686374663126429,660.330233012728,660.330233008877,0.00225520492391482,89.9998,89.9998,7734.126,0.02196113
10.57015,S,10.57015,0.5896745,0,0.540974,0,0,54.16418,33.80336,0,65.58234,79.27036,2.281335,-52.2008162484205,-52.2008162483755,-0.0000685393185686634,659.808224861913,659.808224858061,0.00225451953074445,89.9998,89.9998,7740.725,0.02198368
10.58015,S,10.58015,0.5892217,0,0.5409378,0,0,54.16418,33.73862,0,65.58234,79.27036,2.281335,-52.1623652912164,-52.1623652911715,-0.0000684413811453384,659.28660122066,659.286601216808,0.00225383511694829,89.9998,89.9998,7747.317,0.02200622
10.59015,S,10.59015,0.5887693,0,0.5409018,0,0,54.16418,33.67401,0,65.58234,79.27036,2.281335,-52.1239957936952,-52.1239957936504,-0.0000683436066731512,658.765361274375,658.765361270522,0.00225315168089683,89.9998,89.9998,7753.905,0.02202875
10.60015,S,10.60015,0.5883172,0,0.5408659,0,0,54.16418,33.60951,0,65.58234,79.27036,2.281335,-52.0856948415171,-52.0856948414724,-0.0000682459979942726,658.244504337603,658.244504333749,0.00225246922093214,89.9998,89.9998,7760.488,0.02205128
10.61015,S,10.61015,0.5878654,0,0.54083,0,0,54.16418,33.54517,0,65.58234,79.27036,2.281335,-52.0474832963082,-52.0474832962636,-0.0000681486015308292,657.724029516274,657.72402951242,0.00225178773493206,89.9998,89.9998,7767.065,0.0220738
10.62015,S,10.62015,0.5874139,0,0.5407943,0,0,54.16418,33.48094,0,65.58234,79.27036,2.281335,-52.0093383096207,-52.0093383095762,-0.0000680513670711332,657.203936144804,657.203936140949,0.00225110722127656,89.9998,89.9998,7773.637,0.02209632
10.63015,S,10.63015,0.5869627,0,0.5407585,0,0,54.16418,33.41684,0,65.58234,79.27036,2.281335,-51.9712678287409,-51.9712678286965,-0.0000679542851412812,656.684223478135,656.684223474279,0.00225042767844034,89.9998,89.9998,7780.204,0.02211882
10.64015,S,10.64015,0.5865119,0,0.5407228,0,0,54.16418,33.35287,0,65.58234,79.27036,2.281335,-51.9332897350625,-51.9332897350182,-0.0000678574182690353,656.164890592394,656.164890588537,0.00224974910427282,89.9998,89.9998,7786.766,0.02214132
10.65015,S,10.65015,0.5860614,0,0.5406873,0,0,54.16418,33.28902,0,65.58234,79.27036,2.281335,-51.8953632987441,-51.8953632986999,-0.0000677606773997041,655.645936971008,655.64593696715,0.00224907149751397,89.9998,89.9998,7793.322,0.02216382
10.66015,S,10.66015,0.585611,0,0.5406517,0,0,54.16418,33.22532,0,65.58234,79.27036,2.281335,-51.8575401771456,-51.8575401771015,-0.0000676641762201278,655.127361580828,655.12736157697,0.00224839485576689,89.9998,89.9998,7799.874,0.02218631
10.67015,S,10.67015,0.5851611,0,0.5406163,0,0,54.16418,33.16175,0,65.58234,79.27036,2.281335,-51.8197865943009,-51.8197865942569,-0.0000675678408338602,654.609163726469,654.60916372261,0.00224771917737365,89.9998,89.9998,7806.419,0.02220879
10.68015,S,10.68015,0.5847115,0,0.5405809,0,0,54.16418,33.09827,0,65.58234,79.27036,2.281335,-51.7820906292809,-51.7820906292369,-0.0000674716077657488,654.091342831752,654.091342827892,0.00224704446131107,89.9998,89.9998,7812.96,0.02223126
10.69015,S,10.69015,0.5842621,0,0.5405455,0,0,54.16418,33.03494,0,65.58234,79.27036,2.281335,-51.7444701634792,-51.7444701634353,-0.0000673755907026339,653.573898141684,653.573898137824,0.0022463707054191,89.9998,89.9998,7819.496,0.02225373
10.70015,S,10.70015,0.5838131,0,0.5405103,0,0,54.16418,32.97174,0,65.58234,79.27036,2.281335,-51.7069480453436,-51.7069480452998,-0.0000672797886971252,653.056828672789,653.056828668928,0.00224569790754717,89.9998,89.9998,7826.027,0.02227619
10.71015,S,10.71015,0.5833644,0,0.5404751,0,0,54.16418,32.90865,0,65.58234,79.27036,2.281335,-51.6694746043356,-51.6694746042919,-0.00006718408143065,652.540133938296,652.540133934434,0.00224502606674788,89.9998,89.9998,7832.552,0.02229864
10.72015,S,10.72015,0.582916,0,0.5404399,0,0,54.16418,32.84571,0,65.58234,79.27036,2.281335,-51.6321005044044,-51.6321005043608,-0.0000670886223804428,652.023812944794,652.023812940931,0.00224435518053907,89.9998,89.9998,7839.072,0.02232109
10.73015,S,10.73015,0.5824678,0,0.5404049,0,0,54.16418,32.78288,0,65.58234,79.27036,2.281335,-51.5947800486548,-51.5947800486113,-0.0000669932883857598,651.50786515584,651.507865151977,0.00224368524767019,89.9998,89.9998,7845.587,0.02234353
10.74015,S,10.74015,0.58202,0,0.5403699,0,0,54.16418,32.72018,0,65.58234,79.27036,2.281335,-51.5575489998743,-51.5575489998309,-0.0000668981533430472,650.992289677367,650.992289673503,0.00224301626615171,89.9998,89.9998,7852.097,0.02236596
10.75015,S,10.75015,0.5815725,0,0.5403349,0,0,54.16418,32.6576,0,65.58234,79.27036,2.281335,-51.5203855030261,-51.5203855029828,-0.0000668031821988628,650.477085833854,650.477085829989,0.00224234823434465,89.9998,89.9998,7858.602,0.02238839
10.76015,S,10.76015,0.5811253,0,0.5403001,0,0,54.16418,32.59515,0,65.58234,79.27036,2.281335,-51.483294525164,-51.4832945251208,-0.0000667083579001803,649.962252900111,649.962252896245,0.00224168115078056,89.9998,89.9998,7865.102,0.02241081
10.77015,S,10.77015,0.5806785,0,0.5402653,0,0,54.16418,32.53282,0,65.58234,79.27036,2.281335,-51.4462850069849,-51.4462850069418,-0.0000666137439221524,649.447790061542,649.447790057675,0.00224101501335623,89.9998,89.9998,7871.596,0.02243322
10.78015,S,10.78015,0.5802318,0,0.5402305,0,0,54.16418,32.4706,0,65.58234,79.27036,2.281335,-51.409326152755,-51.409326152712,-0.0000665192284727193,648.933696811506,648.933696807639,0.00224034982108637,89.9998,89.9998,7878.085,0.02245563
10.79015,S,10.79015,0.5797855,0,0.5401959,0,0,54.16418,32.40854,0,65.58234,79.27036,2.281335,-51.3724676330126,-51.3724676329697,-0.0000664249659765058,648.41997214666,648.419972142792,0.00223968557144145,89.9998,89.9998,7884.57,0.02247803
10.80015,S,10.80015,0.5793395,0,0.5401613,0,0,54.16418,32.34656,0,65.58234,79.27036,2.281335,-51.3356637508626,-51.3356637508198,-0.0000663308048510582,647.906615520627,647.906615516758,0.00223902226340777,89.9998,89.9998,7891.049,0.02250042
10.81015,S,10.81015,0.5788938,0,0.5401267,0,0,54.16418,32.28473,0,65.58234,79.27036,2.281335,-51.2989462954495,-51.2989462954067,-0.0000662368587832168,647.39362606914,647.39362606527,0.00223835989483474,89.9998,89.9998,7897.523,0.02252281
10.82015,S,10.82015,0.5784484,0,0.5400922,0,0,54.16418,32.22301,0,65.58234,79.27036,2.281335,-51.2622864578609,-51.2622864578182,-0.0000661430624030483,646.88100321602,646.88100321215,0.00223769846422549,89.9998,89.9998,7903.992,0.02254519
10.83015,S,10.83015,0.5780033,0,0.5400578,0,0,54.16418,32.16143,0,65.58234,79.27036,2.281335,-51.2257160272414,-51.2257160271988,-0.000066049458343118,646.368746067199,646.368746063328,0.00223703796965682,89.9998,89.9998,7910.456,0.02256756
10.84015,S,10.84015,0.5775585,0,0.5400235,0,0,54.16418,32.09995,0,65.58234,79.27036,2.281335,-51.1892061946789,-51.1892061946364,-0.0000659559717595894,645.856854016695,645.856854012823,0.00223637840995397,89.9998,89.9998,7916.914,0.02258993
10.85015,S,10.85015,0.5771139,0,0.5399892,0,0,54.16418,32.0386,0,65.58234,79.27036,2.281335,-51.1527698745132,-51.1527698744708,-0.0000658626651802244,645.345326329385,645.345326325512,0.00223571978331689,89.9998,89.9998,7923.368,0.02261229
10.86015,S,10.86015,0.5766697,0,0.539955,0,0,54.16418,31.97738,0,65.58234,79.27036,2.281335,-51.1164160074412,-51.1164160073989,-0.0000657695622897816,644.834162180737,644.834162176864,0.00223506208770869,89.9998,89.9998,7929.816,0.02263464
10.87015,S,10.87015,0.5762258,0,0.5399208,0,0,54.16418,31.91626,0,65.58234,79.27036,2.281335,-51.0801157845508,-51.0801157845086,-0.00006567657592835,644.32336103431,644.323361030436,0.00223440532196409,89.9998,89.9998,7936.259,0.02265699
10.88015,S,10.88015,0.5757822,0,0.5398867,0,0,54.16418,31.85528,0,65.58234,79.27036,2.281335,-51.0438990081649,-51.0438990081228,-0.0000655837790449856,643.812922055639,643.812922051764,0.0022337494841883,89.9998,89.9998,7942.697,0.02267933
10.89015,S,10.89015,0.5753388,0,0.5398527,0,0,54.16418,31.7944,0,65.58234,79.27036,2.281335,-51.007746803479,-51.007746803437,-0.0000654911365862458,643.302844599007,643.302844595131,0.00223309457283708,89.9998,89.9998,7949.13,0.02270167
10.90015,S,10.90015,0.5748958,0,0.5398187,0,0,54.16418,31.73367,0,65.58234,79.27036,2.281335,-50.9716840057623,-50.9716840057203,-0.0000653986987638186,642.793127770344,642.793127766467,0.00223244058586406,89.99979,89.99979,7955.558,0.022724
10.91015,S,10.91015,0.574453,0,0.5397848,0,0,54.16418,31.67305,0,65.58234,79.27036,2.281335,-50.9356768390486,-50.9356768390067,-0.0000653063935760383,642.28377101334,642.283771009462,0.0022317875219429,89.99979,89.99979,7961.981,0.02274632
10.92015,S,10.92015,0.5740106,0,0.5397509,0,0,54.16418,31.61254,0,65.58234,79.27036,2.281335,-50.8997352374455,-50.8997352374037,-0.0000652142390233213,641.774773672343,641.774773668465,0.00223113537956724,89.99979,89.99979,7968.399,0.02276863
10.93015,S,10.93015,0.5735684,0,0.5397172,0,0,54.16418,31.55216,0,65.58234,79.27036,2.281335,-50.8638820494009,-50.8638820493592,-0.0000651222881595265,641.266134863219,641.26613485934,0.0022304841567002,89.99979,89.99979,7974.812,0.02279094
10.94016,S,10.94016,0.5731265,0,0.5396835,0,0,54.16418,31.4919,0,65.58234,79.27036,2.281335,-50.8280904528239,-50.8280904527823,-0.0000650304917203564,640.757853970053,640.757853966173,0.00222983385179753,89.99979,89.99979,7981.219,0.02281324
10.95016,S,10.95016,0.5726849,0,0.5396498,0,0,54.16418,31.43173,0,65.58234,79.27036,2.281335,-50.7923584608931,-50.7923584608516,-0.0000649387890728294,640.249930396799,640.249930392918,0.00222918446392132,89.99979,89.99979,7987.622,0.02283554
10.96016,S,10.96016,0.5722436,0,0.5396162,0,0,54.16418,31.37171,0,65.58234,79.27036,2.281335,-50.7567138891098,-50.7567138890684,-0.0000648473213781057,639.742363269254,639.742363265372,0.00222853599072203,89.99979,89.99979,7994.019,0.02285783
10.97016,S,10.97016,0.5718026,0,0.5395826,0,0,54.16418,31.31178,0,65.58234,79.27036,2.281335,-50.7211239549188,-50.7211239548775,-0.0000647559597910996,639.235152041042,639.23515203716,0.00222788843113859,89.99979,89.99979,8000.412,0.02288011
10.98016,S,10.98016,0.571362,0,0.5395492,0,0,54.16418,31.25201,0,65.58234,79.27036,2.281335,-50.6856343552156,-50.6856343551743,-0.0000646648644207778,638.72829570882,638.728295704937,0.00222724178250884,89.99979,89.99979,8006.799,0.02290238
10.99016,S,10.99016,0.5709215,0,0.5395157,0,0,54.16418,31.19232,0,65.58234,79.27036,2.281335,-50.6501765446568,-50.6501765446156,-0.0000645738353677794,638.221793954696,638.221793950812,0.0022265960441696,89.99979,89.99979,8013.181,0.02292465
11.00016,S,11.00016,0.5704813,0,0.5394824,0,0,54.16418,31.13275,0,65.58234,79.27036,2.281335,-50.6147982069595,-50.6147982069184,-0.0000644829560024541,637.715645983941,637.715645980056,0.00222595121462399,89.99979,89.99979,8019.558,0.02294692
11.01016,S,11.01016,0.5700414,0,0.539449,0,0,54.16418,31.0733,0,65.58234,79.27036,2.281335,-50.5794933816591,-50.5794933816181,-0.0000643922632730248,637.209851061431,637.209851057545,0.00222530729200565,89.99979,89.99979,8025.93,0.02296917
11.02016,S,11.02016,0.5696019,0,0.5394158,0,0,54.16418,31.01397,0,65.58234,79.27036,2.281335,-50.5442571017017,-50.5442571016608,-0.0000643017278103913,636.704408501712,636.704408497826,0.00222466427474192,89.99979,89.99979,8032.297,0.02299142
11.03016,S,11.03016,0.5691626,0,0.5393826,0,0,54.16418,30.95477,0,65.58234,79.27036,2.281335,-50.5091002946057,-50.5091002945649,-0.0000642113846679958,636.199317510057,636.19931750617,0.00222402216090959,89.99979,89.99979,8038.659,0.02301367
11.04016,S,11.04016,0.5687237,0,0.5393495,0,0,54.16418,30.89568,0,65.58234,79.27036,2.281335,-50.474007065799,-50.4740070657583,-0.0000641211798445894,635.694577450682,635.694577446794,0.00222338094912548,89.99979,89.99979,8045.016,0.0230359
11.05016,S,11.05016,0.5682849,0,0.5393164,0,0,54.16418,30.83668,0,65.58234,79.27036,2.281335,-50.4389625141199,-50.4389625140793,-0.0000640310782867295,635.190187836816,635.190187832927,0.00222274063835692,89.99979,89.99979,8051.368,0.02305813
11.06016,S,11.06016,0.5678465,0,0.5392835,0,0,54.16418,30.77782,0,65.58234,79.27036,2.281335,-50.4040143232854,-50.4040143232448,-0.0000639412173660148,634.686147704851,634.686147700961,0.00222210122619755,89.99979,89.99979,8057.715,0.02308036
11.07016,S,11.07016,0.5674083,0,0.5392505,0,0,54.16418,30.71908,0,65.58234,79.27036,2.281335,-50.3691237502754,-50.3691237502349,-0.0000638514938168988,634.182456478608,634.182456474717,0.00222146271127365,89.99979,89.99979,8064.057,0.02310258
11.08016,S,11.08016,0.5669705,0,0.5392176,0,0,54.16418,30.66044,0,65.58234,79.27036,2.281335,-50.3342967555546,-50.3342967555142,-0.0000637619000602588,633.679113522304,633.679113518412,0.0022208250922873,89.99979,89.99979,8070.394,0.02312479
11.09016,S,11.09016,0.566533,0,0.5391848,0,0,54.16418,30.60192,0,65.58234,79.27036,2.281335,-50.2995442666415,-50.2995442666012,-0.0000636724815708308,633.176118090882,633.176118086989,0.00222018836748582,89.99979,89.99979,8076.725,0.02314699
11.10016,S,11.10016,0.5660956,0,0.539152,0,0,54.16418,30.5435,0,65.58234,79.27036,2.281335,-50.264844428499,-50.2648444284588,-0.0000635831701365108,632.673469657833,632.67346965394,0.00221955253579867,89.99979,89.99979,8083.052,0.02316919
11.11016,S,11.11016,0.5656585,0,0.5391192,0,0,54.16418,30.48522,0,65.58234,79.27036,2.281335,-50.2302419446119,-50.2302419445718,-0.000063494119234533,632.171167249616,632.171167245722,0.00221891759462052,89.99979,89.99979,8089.374,0.02319138
11.12016,S,11.12016,0.5652218,0,0.5390866,0,0,54.16418,30.42704,0,65.58234,79.27036,2.281335,-50.1956831707986,-50.1956831707586,-0.0000634051498081241,631.669210429129,631.669210425234,0.00221828354313661,89.99979,89.99979,8095.69,0.02321357
11.13016,S,11.13016,0.5647854,0,0.539054,0,0,54.16418,30.36896,0,65.58234,79.27036,2.281335,-50.1611919489176,-50.1611919488776,-0.0000633163196480945,631.167598520853,631.167598516957,0.00221765037995428,89.99979,89.99979,8102.002,0.02323575
11.14016,S,11.14016,0.5643492,0,0.5390215,0,0,54.16418,30.31102,0,65.58234,79.27036,2.281335,-50.1267782130765,-50.1267782130366,-0.0000632276808609126,630.666330749928,630.666330746031,0.0022170181031598,89.99979,89.99979,8108.309,0.02325792
11.15016,S,11.15016,0.5639133,0,0.538989,0,0,54.16418,30.25317,0,65.58234,79.27036,2.281335,-50.092426068703,-50.0924260686632,-0.0000631391822875004,630.165406500439,630.165406496541,0.00221638671135104,89.99979,89.99979,8114.61,0.02328009
11.16016,S,11.16016,0.5634777,0,0.5389566,0,0,54.16418,30.19543,0,65.58234,79.27036,2.281335,-50.0581355157971,-50.0581355157574,-0.0000630508239278579,629.66482515647,629.664825152572,0.00221575620312585,89.99979,89.99979,8120.907,0.02330225
